country,country_code,region,income_group,year,digital_id_usage_pct,indicator_description,unit_of_measure,frequency,aggregation_method,source_database,data_status,confidentiality_status
Cyprus,CYP,Europe & Central Asia,High income,2024,26.93,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Cyprus,CYP,Europe & Central Asia,High income,2024,26.72,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Cyprus,CYP,Europe & Central Asia,High income,2024,14.18,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Cyprus,CYP,Europe & Central Asia,High income,2024,32.36,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Cyprus,CYP,Europe & Central Asia,High income,2024,27.2,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Cyprus,CYP,Europe & Central Asia,High income,2024,27.29,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Cyprus,CYP,Europe & Central Asia,High income,2024,11.44,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Cyprus,CYP,Europe & Central Asia,High income,2024,33.91,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Cyprus,CYP,Europe & Central Asia,High income,2024,19.83,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Czechia,CZE,Europe & Central Asia,High income,2024,84.02,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Czechia,CZE,Europe & Central Asia,High income,2024,83.45,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Czechia,CZE,Europe & Central Asia,High income,2024,82.73,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Czechia,CZE,Europe & Central Asia,High income,2024,80.18,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Czechia,CZE,Europe & Central Asia,High income,2024,83.76,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Czechia,CZE,Europe & Central Asia,High income,2024,84.18,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Czechia,CZE,Europe & Central Asia,High income,2024,84.39,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Czechia,CZE,Europe & Central Asia,High income,2024,85.07,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Czechia,CZE,Europe & Central Asia,High income,2024,83.89,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Czechia,CZE,Europe & Central Asia,High income,2024,86.61,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Czechia,CZE,Europe & Central Asia,High income,2024,83.25,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Czechia,CZE,Europe & Central Asia,High income,2024,78.63,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Denmark,DNK,Europe & Central Asia,High income,2024,96.04,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Denmark,DNK,Europe & Central Asia,High income,2024,96.72,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Denmark,DNK,Europe & Central Asia,High income,2024,96.19,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Denmark,DNK,Europe & Central Asia,High income,2024,96.44,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Denmark,DNK,Europe & Central Asia,High income,2024,96.65,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Denmark,DNK,Europe & Central Asia,High income,2024,94.22,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Denmark,DNK,Europe & Central Asia,High income,2024,98.82,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Denmark,DNK,Europe & Central Asia,High income,2024,94.24,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Denmark,DNK,Europe & Central Asia,High income,2024,96.01,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Denmark,DNK,Europe & Central Asia,High income,2024,96.85,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Denmark,DNK,Europe & Central Asia,High income,2024,97.44,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Denmark,DNK,Europe & Central Asia,High income,2024,96.8,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Denmark,DNK,Europe & Central Asia,High income,2024,96.31,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
El Salvador,SLV,Unknown,Unknown,2024,73.93,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
El Salvador,SLV,Unknown,Unknown,2024,81.12,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
El Salvador,SLV,Unknown,Unknown,2024,71.6,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
El Salvador,SLV,Unknown,Unknown,2024,69.56,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
El Salvador,SLV,Unknown,Unknown,2024,76.07,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Finland,FIN,Europe & Central Asia,High income,2024,96.63,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Finland,FIN,Europe & Central Asia,High income,2024,92.96,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Finland,FIN,Europe & Central Asia,High income,2024,96.49,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Finland,FIN,Europe & Central Asia,High income,2024,90.6,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Finland,FIN,Europe & Central Asia,High income,2024,94.18,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Finland,FIN,Europe & Central Asia,High income,2024,95.36,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Finland,FIN,Europe & Central Asia,High income,2024,94.94,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Finland,FIN,Europe & Central Asia,High income,2024,93.41,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Finland,FIN,Europe & Central Asia,High income,2024,84.39,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Finland,FIN,Europe & Central Asia,High income,2024,89.07,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
France,FRA,Europe & Central Asia,High income,2024,96.69,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
France,FRA,Europe & Central Asia,High income,2024,93.17,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
France,FRA,Europe & Central Asia,High income,2024,92.66,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
France,FRA,Europe & Central Asia,High income,2024,91.08,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
France,FRA,Europe & Central Asia,High income,2024,95.59,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
France,FRA,Europe & Central Asia,High income,2024,90.26,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
France,FRA,Europe & Central Asia,High income,2024,88.01,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
France,FRA,Europe & Central Asia,High income,2024,89.5,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
France,FRA,Europe & Central Asia,High income,2024,90.84,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
France,FRA,Europe & Central Asia,High income,2024,90.39,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
France,FRA,Europe & Central Asia,High income,2024,92.79,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
France,FRA,Europe & Central Asia,High income,2024,91.34,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
France,FRA,Europe & Central Asia,High income,2024,89.98,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Germany,DEU,Europe & Central Asia,High income,2024,70.77,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Germany,DEU,Europe & Central Asia,High income,2024,71.73,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Germany,DEU,Europe & Central Asia,High income,2024,70.42,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Germany,DEU,Europe & Central Asia,High income,2024,69.44,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Germany,DEU,Europe & Central Asia,High income,2024,69.41,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Germany,DEU,Europe & Central Asia,High income,2024,67.99,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Germany,DEU,Europe & Central Asia,High income,2024,71.93,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Germany,DEU,Europe & Central Asia,High income,2024,70.63,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Germany,DEU,Europe & Central Asia,High income,2024,69.09,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Germany,DEU,Europe & Central Asia,High income,2024,73.54,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Germany,DEU,Europe & Central Asia,High income,2024,67.54,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Greece,GRC,Europe & Central Asia,High income,2024,30.05,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Greece,GRC,Europe & Central Asia,High income,2024,24.44,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Greece,GRC,Europe & Central Asia,High income,2024,22.67,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Greece,GRC,Europe & Central Asia,High income,2024,32.44,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Greece,GRC,Europe & Central Asia,High income,2024,29.62,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Greece,GRC,Europe & Central Asia,High income,2024,39.46,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Greece,GRC,Europe & Central Asia,High income,2024,29.02,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Greece,GRC,Europe & Central Asia,High income,2024,39.07,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2024,90.98,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2024,90.06,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2024,90.18,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2024,89.28,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2024,86.05,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2024,88.87,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2024,91.0,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2024,84.07,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2024,89.39,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2024,87.32,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2024,89.18,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Hungary,HUN,Europe & Central Asia,High income,2024,32.93,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Hungary,HUN,Europe & Central Asia,High income,2024,33.75,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Hungary,HUN,Europe & Central Asia,High income,2024,29.12,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Hungary,HUN,Europe & Central Asia,High income,2024,29.92,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Hungary,HUN,Europe & Central Asia,High income,2024,36.82,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Hungary,HUN,Europe & Central Asia,High income,2024,50.78,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Hungary,HUN,Europe & Central Asia,High income,2024,25.37,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Hungary,HUN,Europe & Central Asia,High income,2024,30.58,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Hungary,HUN,Europe & Central Asia,High income,2024,36.14,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Hungary,HUN,Europe & Central Asia,High income,2024,33.0,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Hungary,HUN,Europe & Central Asia,High income,2024,32.14,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Hungary,HUN,Europe & Central Asia,High income,2024,34.57,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Iceland,ISL,Europe & Central Asia,High income,2024,97.57,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Iceland,ISL,Europe & Central Asia,High income,2024,95.34,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Iceland,ISL,Europe & Central Asia,High income,2024,98.79,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Iceland,ISL,Europe & Central Asia,High income,2024,97.12,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Iceland,ISL,Europe & Central Asia,High income,2024,96.77,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Iceland,ISL,Europe & Central Asia,High income,2024,97.96,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Iceland,ISL,Europe & Central Asia,High income,2024,97.99,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Iceland,ISL,Europe & Central Asia,High income,2024,98.53,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Iceland,ISL,Europe & Central Asia,High income,2024,97.69,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Iceland,ISL,Europe & Central Asia,High income,2024,94.95,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Iceland,ISL,Europe & Central Asia,High income,2024,97.76,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Iceland,ISL,Europe & Central Asia,High income,2024,98.51,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Iceland,ISL,Europe & Central Asia,High income,2024,95.69,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Indonesia,IDN,East Asia & Pacific,Lower middle income,2024,19.23,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Indonesia,IDN,East Asia & Pacific,Lower middle income,2024,45.16,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Indonesia,IDN,East Asia & Pacific,Lower middle income,2024,34.01,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Indonesia,IDN,East Asia & Pacific,Lower middle income,2024,43.02,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Indonesia,IDN,East Asia & Pacific,Lower middle income,2024,46.01,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Indonesia,IDN,East Asia & Pacific,Lower middle income,2024,29.97,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Indonesia,IDN,East Asia & Pacific,Lower middle income,2024,44.39,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Indonesia,IDN,East Asia & Pacific,Lower middle income,2024,38.09,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Indonesia,IDN,East Asia & Pacific,Lower middle income,2024,36.02,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Indonesia,IDN,East Asia & Pacific,Lower middle income,2024,53.37,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Indonesia,IDN,East Asia & Pacific,Lower middle income,2024,32.21,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Indonesia,IDN,East Asia & Pacific,Lower middle income,2024,44.88,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Indonesia,IDN,East Asia & Pacific,Lower middle income,2024,24.56,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Ireland,IRL,Europe & Central Asia,High income,2024,68.26,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Ireland,IRL,Europe & Central Asia,High income,2024,71.66,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
Ireland,IRL,Europe & Central Asia,High income,2024,75.34,Online digital ID has been used on phone or computer to confirm identity online,Percentage of respondents in the same subgroup,Triennial,Weighted Average,Identification for Development (ID4D) Global Dataset,A,PU
